unnamed:_0,house_number,street,first_name,surname,age,relationship_to_head_of_house,marital_status,gender,occupation,infirmity,religion
5533,14,Wells Summit,Emma,Francis,30.0,Head,Single,Female,"Psychologist, counselling",None,Not Stated
5534,15,Wells Summit,Sophie,Carter,37.0,Head,Single,Female,Surgeon,None,Christian
5535,15,Wells Summit,Angela,Carter,7.0,Daughter,N/A,Female,Student,None,Not Stated
5536,15,Wells Summit,Vincent,Carter,2.0,Son,N/A,Male,Student,None,Not Stated
5537,16,Wells Summit,Sean,Clark,57.0,Head,Single,Male,Architectural technologist,None,Christian
5538,17,Wells Summit,Valerie,Johnson-Collier,66.0,Head,Widowed,Female,Unemployed,None,Christian
5539,17,Wells Summit,Conor,Johnson-Collier,32.0,Son,Divorced,Male,Musician,None,Not Stated
5540,17,Wells Summit,Stewart,Johnson-Collier,31.0,Son,Divorced,Male,"Engineer, maintenance",None,Christian
5541,18,Wells Summit,Bradley,Norton,47.0,Head,Single,Male,Counselling psychologist,None,Christian
5542,19,Wells Summit,Charlotte,Kelly,28.0,Head,Single,Female,Chief Strategy Officer,None,Muslim
5543,19,Wells Summit,Paula,Robinson,35.0,Unknown,Single,Female,Financial risk analyst,None,Catholic
5544,19,Wells Summit,Anne,Phillips,35.0,Unknown,Single,Female,"Nurse, learning disability",None,Catholic
5545,20,Wells Summit,Martin,Morris,104.0,Head,Widowed,Male,Retired Market researcher,None,Methodist
5546,21,Wells Summit,Kerry,Patel,50.0,Head,Single,Female,Unemployed,None,Methodist
5547,22,Wells Summit,Jean,Forster,67.0,Head,Widowed,Female,Manufacturing systems engineer,None,Christian
5548,23,Wells Summit,Sara,Jones,61.0,Head,Single,Female,Location manager,None,Methodist
5549,24,Wells Summit,Kieran,Watts,22.0,Head,Divorced,Male,University Student,None,Catholic
5550,1,Turner Lane,Amber,Morgan,46.0,Head,Divorced,Female,TEFL teacher,None,Not Stated
5551,1,Turner Lane,Emma,Morgan,2.0,Daughter,N/A,Female,Student,None,Not Stated
5552,1,Turner Lane,Kimberley,Shepherd,34.0,Lodger,Divorced,Female,Air traffic controller,None,Not Stated
5553,1,Turner Lane,Charlene,Cooke,45.0,Lodger,Single,Female,Equities trader,None,Not Stated
5554,1,Turner Lane,Marcus,Green,54.0,Visitor,Divorced,Male,IT trainer,None,Not Stated
5555,1,Turner Lane,Wendy,Elliott,36.0,Lodger,Divorced,Female,Politician's assistant,None,Catholic
5556,2,Turner Lane,Oliver,Jones,59.0,Head,Married,Male,Meteorologist,None,Methodist
5557,2,Turner Lane,Sara,Jones,57.0,Wife,Married,Female,Unemployed,None,Not Stated
5558,2,Turner Lane,Dylan,Jones,24.0,Son,Divorced,Male,"Therapist, occupational",Physical Disability,Methodist
5559,2,Turner Lane,Shannon,Jones,21.0,Daughter,Divorced,Female,University Student,None,Methodist
5560,2,Turner Lane,Barry,Jones,17.0,Son,N/A,Male,Student,None,Not Stated
5561,3,Turner Lane,Zoe,Howe,31.0,Head,Married,Female,Estate manager/land agent,None,Not Stated
5562,3,Turner Lane,Jeremy,Howe,30.0,Husband,Married,Male,Exercise physiologist,None,Not Stated
5563,3,Turner Lane,Joseph,Howe,5.0,Son,N/A,Male,Student,None,Not Stated
5564,3,Turner Lane,Joanne,Howe,4.0,Daughter,N/A,Female,Student,None,Not Stated
5565,3,Turner Lane,Georgina,Wright,64.0,Lodger,Single,Female,"Solicitor, Scotland",None,Catholic
5566,3,Turner Lane,Adrian,Perry,28.0,Lodger,Widowed,Male,Network engineer,None,Not Stated
5567,3,Turner Lane,Lawrence,Power,40.0,Lodger,Single,Male,Advertising account planner,None,Not Stated
5568,4,Turner Lane,Kelly,Mahmood,45.0,Head,Single,Female,Data scientist,None,Catholic
5569,4,Turner Lane,Julia,Mahmood,13.0,Daughter,N/A,Female,Student,None,Not Stated
5570,4,Turner Lane,Norman,Mahmood,9.0,Son,N/A,Male,Student,None,Not Stated
5571,4,Turner Lane,Karl,Mahmood,7.0,Son,N/A,Male,Student,None,Not Stated
5572,4,Turner Lane,Mandy,Mahmood,3.0,Daughter,N/A,Female,Student,None,Not Stated
5573,4,Turner Lane,Kimberley,Nicholson,25.0,Visitor,Widowed,Female,"Therapist, nutritional",None,Catholic
5574,5,Turner Lane,Angela,Barker,60.0,Head,Single,Female,Catering manager,None,Jewish
5575,5,Turner Lane,Jacob,Humphreys,63.0,Partner,Single,Male,Volunteer coordinator,None,Jewish
5576,5,Turner Lane,Sharon,Barker,23.0,Daughter,Single,Female,Special effects artist,None,Jewish
5577,5,Turner Lane,Charlotte,Barker,15.0,Daughter,N/A,Female,Student,None,Not Stated
5578,6,Turner Lane,Wendy,Parry,23.0,Head,Married,Female,Community pharmacist,None,Catholic
5579,6,Turner Lane,Ronald,Parry,27.0,Husband,Married,Male,Patent attorney,None,Not Stated
5580,6,Turner Lane,Andrew,Burgess,44.0,Lodger,Single,Male,Commercial/residential surveyor,None,Sikh
5581,6,Turner Lane,Irene,Bennett,25.0,Lodger,Divorced,Female,Fish farm manager,None,Not Stated
5582,7,Turner Lane,Nicola,Jones,57.0,Head,Married,Female,Bookseller,None,Catholic
5583,7,Turner Lane,Daniel,Jones,59.0,Husband,Married,Male,"Therapist, music",None,Not Stated
5584,7,Turner Lane,Scott,Jones,30.0,Son,Single,Male,Insurance claims handler,None,Catholic
5585,8,Turner Lane,Brenda,Coates,41.0,Head,Married,Female,Visual merchandiser,None,Catholic
5586,8,Turner Lane,Keith,Coates,43.0,Husband,Married,Male,Early years teacher,None,Catholic
5587,8,Turner Lane,Louis,Coates,15.0,Son,N/A,Male,Student,None,Not Stated
5588,8,Turner Lane,Jemma,Coates,11.0,Daughter,N/A,Female,Student,None,Not Stated
5589,9,Turner Lane,Carolyn,Hunter,40.0,Head,Divorced,Female,"Administrator, Civil Service",None,Not Stated
5590,9,Turner Lane,James,Hunter,12.0,Son,N/A,Male,Student,None,Not Stated
5591,9,Turner Lane,Valerie,Hunter,10.0,Daughter,N/A,Female,Student,None,Not Stated
5592,9,Turner Lane,Stephen,Hunter,6.0,Son,N/A,Male,Student,None,Not Stated
5593,10,Turner Lane,Denise,Brooks,49.0,Head,Single,Female,Agricultural engineer,None,Not Stated
5594,10,Turner Lane,Wayne,Short,49.0,Partner,Single,Male,Operational researcher,None,Not Stated
5595,10,Turner Lane,Mohamed,Brooks,12.0,Son,N/A,Male,Student,None,Not Stated
5596,10,Turner Lane,Brett,Brooks,8.0,Son,N/A,Male,Student,None,Not Stated
5597,11,Turner Lane,Megan,Tyler,46.0,Head,Married,Female,Cytogeneticist,None,Not Stated
5598,11,Turner Lane,Kyle,Tyler,46.0,Husband,Married,Male,"Radiographer, diagnostic",None,Not Stated
5599,11,Turner Lane,Conor,Tyler,20.0,Son,Single,Male,University Student,None,Not Stated
5600,11,Turner Lane,Gillian,Tyler,19.0,Daughter,Single,Female,University Student,None,Not Stated
5601,11,Turner Lane,Paula,Tyler,16.0,Daughter,N/A,Female,Student,None,Not Stated
5602,12,Turner Lane,Hayley,Waters,49.0,Head,Married,Female,Field seismologist,None,Catholic
5603,12,Turner Lane,David,Waters,52.0,Husband,Married,Male,Armed forces logistics/support/administrative officer,None,Not Stated
5604,12,Turner Lane,Damien,Waters,14.0,Son,N/A,Male,Student,None,Not Stated
5605,12,Turner Lane,Sally,Waters,12.0,Daughter,N/A,Female,Student,None,Not Stated
5606,12,Turner Lane,Antony,Waters,12.0,Son,N/A,Male,Student,None,Not Stated
5607,13,Turner Lane,Bethany,Arnold,70.0,Head,Widowed,Female,Retired Financial manager,None,Methodist
5608,13,Turner Lane,Gavin,Arnold,41.0,Son,Single,Male,Unemployed,None,Methodist
5609,13,Turner Lane,Heather,Arnold,35.0,Daughter,Single,Female,Biomedical scientist,None,Methodist
5610,13,Turner Lane,Sharon,Arnold,30.0,Daughter,Widowed,Female,"Therapist, occupational",None,Not Stated
5611,13,Turner Lane,Ruth,Arnold,27.0,Daughter,Single,Female,Financial controller,None,Not Stated
5612,14,Turner Lane,Dominic,Jackson,74.0,Head,Married,Male,Retired Call centre manager,None,Christian
5613,14,Turner Lane,Melanie,Jackson,74.0,Wife,Married,Female,"Retired Social research officer, government",None,Not Stated
5614,14,Turner Lane,Wendy,Jackson,29.0,Daughter,Single,Female,Associate Professor,None,Not Stated
5615,14,Turner Lane,Margaret,Jackson,25.0,Daughter,Divorced,Female,Museum/gallery exhibitions officer,None,Christian
5616,15,Turner Lane,Teresa,Morris,54.0,Head,Married,Female,Theatre stage manager,None,Christian
5617,15,Turner Lane,Antony,Morris,52.0,Husband,Married,Male,Copy,None,Christian
5618,15,Turner Lane,Lisa,Morris,19.0,Daughter,Widowed,Female,University Student,None,Christian
5619,15,Turner Lane,Robert,Morris,16.0,Son,N/A,Male,Student,None,Not Stated
5620,15,Turner Lane,Chelsea,Morris,13.0,Daughter,N/A,Female,Student,None,Not Stated
5621,16,Turner Lane,Sarah,Bond,40.0,Head,Married,Female,Product designer,None,Catholic
5622,16,Turner Lane,Kyle,Bond,43.0,Husband,Married,Male,Medical physicist,None,Not Stated
5623,16,Turner Lane,Abbie,Bond,13.0,Daughter,N/A,Female,Student,None,Not Stated
5624,16,Turner Lane,Jane,Bond,10.0,Daughter,N/A,Female,Student,None,Not Stated
5625,16,Turner Lane,Howard,Bond,6.0,Son,N/A,Male,Student,None,Not Stated
5626,17,Turner Lane,Christopher,Mitchell,43.0,Head,Married,Male,Health physicist,None,Not Stated
5627,17,Turner Lane,Jasmine,Mitchell,41.0,Wife,Married,Female,Phytotherapist,None,Not Stated
5628,17,Turner Lane,Kerry,Mitchell,16.0,Daughter,N/A,Female,Student,None,Not Stated
5629,17,Turner Lane,Colin,Mitchell,8.0,Son,N/A,Male,Student,None,Not Stated
5630,18,Turner Lane,Justin,Cartwright,48.0,Head,Married,Male,Quality manager,None,Christian
5631,18,Turner Lane,Paula,Cartwright,46.0,Wife,Married,Female,Unemployed,None,Catholic
5632,18,Turner Lane,Emily,Cartwright,21.0,Daughter,Single,Female,University Student,None,Christian
5633,18,Turner Lane,Max,Cartwright,19.0,Son,Single,Male,University Student,None,Not Stated
5634,18,Turner Lane,Reece,Cartwright,3.0,Son,N/A,Male,Student,None,Not Stated
5635,19,Turner Lane,Sarah,Knight,35.0,Head,Married,Female,Aeronautical engineer,None,Catholic
5636,19,Turner Lane,Philip,Knight,36.0,Husband,Married,Male,Speech and language therapist,None,Catholic
5637,19,Turner Lane,Joanne,Knight,11.0,Daughter,N/A,Female,Student,None,Not Stated
5638,19,Turner Lane,Valerie,Knight,6.0,Daughter,N/A,Female,Student,None,Not Stated
5639,19,Turner Lane,Amelia,Knight,2.0,Daughter,N/A,Female,Student,None,Not Stated
5640,19,Turner Lane,Georgia,Knight,0.0,Daughter,N/A,Female,Student,None,Not Stated
5641,20,Turner Lane,Lesley,Hilton,48.0,Head,Married,Female,Emergency planning/management officer,None,Christian
5642,20,Turner Lane,Sam,Hilton,51.0,Husband,Married,Male,Unemployed,None,Christian
5643,21,Turner Lane,Jill,Smith,53.0,Head,Divorced,Female,Dispensing optician,None,Not Stated
5644,21,Turner Lane,Julian,Smith,26.0,Son,Single,Male,Operational investment banker,None,Not Stated
5645,21,Turner Lane,Linda,Smith,23.0,Daughter,Single,Female,Lobbyist,None,Not Stated
5646,21,Turner Lane,Elliott,Smith,20.0,Son,Single,Male,University Student,None,Not Stated
5647,22,Turner Lane,Clare,Evans,54.0,Head,Single,Female,Unemployed,None,Catholic
5648,22,Turner Lane,Jacob,Evans,17.0,Son,N/A,Male,Student,None,Not Stated
5649,22,Turner Lane,Michael,Evans,13.0,Son,N/A,Male,Student,None,Not Stated
5650,22,Turner Lane,Victor,Evans,9.0,Son,N/A,Male,Student,None,Not Stated
5651,23,Turner Lane,Hayley,Page,53.0,Head,Single,Female,Copy,None,Christian
5652,23,Turner Lane,Joel,Page,23.0,Son,Single,Male,Stage manager,None,Christian
5653,23,Turner Lane,Reece,Page,19.0,Son,Single,Male,"Engineer, site",None,Christian
5654,23,Turner Lane,Rebecca,Wilson,17.0,Daughter,N/A,Female,Student,None,Not Stated
5655,23,Turner Lane,Malcolm,Wilson,16.0,Son,N/A,Male,Student,None,Not Stated
5656,23,Turner Lane,Craig,Wilson,15.0,Son,N/A,Male,Student,None,Not Stated
5657,24,Turner Lane,Kayleigh,Dickinson,49.0,Head,Single,Female,Industrial buyer,None,Catholic
5658,24,Turner Lane,George,Brooks,57.0,Partner,Single,Male,"Pharmacist, community",None,Catholic
5659,24,Turner Lane,Timothy,Dickinson,6.0,Son,N/A,Male,Student,None,Not Stated
5660,24,Turner Lane,Leah,Dickinson,5.0,Daughter,N/A,Female,Student,None,Not Stated
5661,25,Turner Lane,Rosemary,Martin,43.0,Head,Divorced,Female,Furniture conservator/restorer,None,Catholic
5662,25,Turner Lane,Dawn,Martin,22.0,Daughter,Single,Female,University Student,None,Catholic
5663,25,Turner Lane,Jean,Martin,21.0,Daughter,Single,Female,University Student,None,Catholic
5664,25,Turner Lane,Peter,Martin,21.0,Son,Single,Male,University Student,None,Not Stated
5665,26,Turner Lane,Guy,Thomas,36.0,Head,Married,Male,Hydrographic surveyor,None,Not Stated
5666,26,Turner Lane,Hannah,Thomas,34.0,Wife,Married,Female,"Conservation officer, historic buildings",None,Not Stated
5667,26,Turner Lane,Diana,Thomas,0.0,Daughter,N/A,Female,Student,None,Not Stated
5668,26,Turner Lane,Gail,Thomas,0.0,Daughter,N/A,Female,Student,None,Not Stated
5669,26,Turner Lane,Ben,Black,0.0,Son,N/A,Male,Student,None,Not Stated
5670,1,Laurel Tunnel,Josh,Yates,84.0,Head,Single,Male,Retired Insurance broker,None,Methodist
5671,2,Laurel Tunnel,Alexandra,White,38.0,Head,Single,Female,Music therapist,None,Christian
5672,2,Laurel Tunnel,Andrew,Evans,36.0,Partner,Single,Male,Unemployed,None,Not Stated
5673,3,Laurel Tunnel,Samantha,Howard,55.0,Head,Single,Female,"Designer, blown glass/stained glass",None,Not Stated
5674,4,Laurel Tunnel,Stuart,Gill,30.0,Head,Single,Male,"Engineer, chemical",None,Not Stated
5675,5,Laurel Tunnel,Jennifer,Bray,87.0,Head,Widowed,Female,Retired Community arts worker,None,Not Stated
5676,6,Laurel Tunnel,Guy,Morton,53.0,Head,Single,Male,"Production designer, theatre/television/film",None,Christian
5677,6,Laurel Tunnel,Amanda,Carroll,51.0,Partner,Single,Female,"Programmer, multimedia",None,Not Stated
5678,7,Laurel Tunnel,Geoffrey,Daly,71.0,Head,Widowed,Male,"Retired Teacher, English as a foreign language",None,Catholic
5679,8,Laurel Tunnel,Natasha,Berry,49.0,Head,Married,Female,Unemployed,None,Not Stated
5680,8,Laurel Tunnel,David,Berry,53.0,Husband,Married,Male,"Sales professional, IT",None,Not Stated
5681,8,Laurel Tunnel,Roy,Berry,20.0,Son,Single,Male,University Student,None,Not Stated
5682,9,Laurel Tunnel,Ann,McCarthy,73.0,Head,Single,Female,Retired Rural practice surveyor,None,Not Stated
5683,10,Laurel Tunnel,Terence,Joyce,50.0,Head,Married,Male,Materials engineer,None,Christian
5684,10,Laurel Tunnel,Lynne,Joyce,50.0,Wife,Married,Female,Further education lecturer,None,Christian
5685,1,Capricorn Plain,Connor,Thorpe,68.0,Head,Widowed,Male,"Retired Nurse, adult",None,Muslim
5686,2,Capricorn Plain,Jean,Quinn,66.0,Head,Widowed,Female,Clinical biochemist,None,Methodist
5687,3,Capricorn Plain,Carol,Brooks,78.0,Head,Married,Female,"Retired Designer, television/film set",None,Christian
5688,3,Capricorn Plain,Leon,Brooks,82.0,Husband,Married,Male,Retired Holiday representative,None,Not Stated
5689,4,Capricorn Plain,Marcus,Parkin,69.0,Head,Widowed,Male,"Retired Engineer, electrical",None,Christian
5690,5,Capricorn Plain,Yvonne,Middleton,30.0,Head,Widowed,Female,Conference centre manager,None,Not Stated
5691,6,Capricorn Plain,Jade,Foster,38.0,Head,Single,Female,Professor Emeritus,None,Not Stated
5692,6,Capricorn Plain,Gillian,Foster,7.0,Daughter,N/A,Female,Student,None,Not Stated
5693,7,Capricorn Plain,Glen,Cooke,47.0,Head,Single,Male,Retail buyer,None,Christian
5694,8,Capricorn Plain,William,John,36.0,Head,Single,Male,Broadcast journalist,None,Christian
5695,9,Capricorn Plain,Ben,Shaw,65.0,Head,Widowed,Male,Audiological scientist,None,Not Stated
5696,10,Capricorn Plain,Maria,Hall,66.0,Head,Single,Female,Chief Operating Officer,None,Not Stated
5697,11,Capricorn Plain,Ruth,Hall,71.0,Head,Divorced,Female,Retired Corporate investment banker,None,Christian
5698,12,Capricorn Plain,Gareth,Jones,37.0,Head,Single,Male,Software engineer,None,Not Stated
5699,13,Capricorn Plain,Brett,Ryan,18.0,Head,Divorced,Male,Student,None,Not Stated
5700,14,Capricorn Plain,Lynn,Holt,81.0,Head,Divorced,Female,Retired Research scientist (maths),None,Christian
5701,15,Capricorn Plain,Irene,James,60.0,Head,Divorced,Female,Gaffer,None,Christian
5702,1,Bentley Street,Leah,Smith,53.0,Head,Single,Female,Unemployed,None,Christian
5703,1,Bentley Street,Kevin,Smith,16.0,Son,N/A,Male,Student,None,Not Stated
5704,1,Bentley Street,Shirley,Smith,12.0,Daughter,N/A,Female,Student,None,Not Stated
5705,1,Bentley Street,Mathew,Smith,8.0,Son,N/A,Male,Student,None,Not Stated
5706,1,Bentley Street,Harriet,Smith,8.0,Daughter,N/A,Female,Student,None,Not Stated
5707,1,Bentley Street,Jamie,Smith,4.0,Son,N/A,Male,Student,None,Not Stated
5708,1,Bentley Street,Marcus,Smith,3.0,Son,N/A,Male,Student,None,Not Stated
5709,1,Bentley Street,Jordan,Smith,0.0,Son,N/A,Male,Student,None,Not Stated
5710,1,Bentley Street,Maureen,Goddard,22.0,Cousin,Single,Female,University Student,None,Sikh
5711,1,Bentley Street,Beth,Shaw,61.0,Cousin,Single,Female,Dentist,None,Christian
5712,1,Bentley Street,Valerie,Smith,51.0,Lodger,Single,Female,Software engineer,None,Not Stated
5713,1,Bentley Street,Brenda,Scott,42.0,Lodger,Single,Female,Equality and diversity officer,None,Christian
5714,1,Bentley Street,Sian,Wright,32.0,Cousin,Single,Female,Health physicist,None,Not Stated
5715,1,Bentley Street,Francesca,Martin,57.0,Cousin,Single,Female,Associate Professor,None,Not Stated
5716,1,Bentley Street,Bradley,King,46.0,Lodger,Divorced,Male,Housing manager/officer,None,Christian
5717,1,Bentley Street,Mohamed,Cooper,30.0,Lodger,Single,Male,"Chemist, analytical",None,Not Stated
5718,1,Bentley Street,Elliot,Hughes,38.0,Lodger,Divorced,Male,"Investment banker, corporate",None,Catholic
5719,2,Bentley Street,Catherine,Byrne,49.0,Head,Married,Female,Actuary,None,Christian
5720,2,Bentley Street,Denis,Byrne,53.0,Husband,Married,Male,Fast food restaurant manager,None,Christian
5721,2,Bentley Street,Samuel,Fisher,7.0,Grandson,N/A,Male,Student,None,Not Stated
5722,2,Bentley Street,Zoe,Lewis-Fisher,7.0,Granddaughter,N/A,Female,Student,None,Not Stated
5723,2,Bentley Street,Glenn,Lewis-Fisher,5.0,Grandson,N/A,Male,Student,None,Not Stated
5724,2,Bentley Street,Abigail,Daly,4.0,Granddaughter,N/A,Female,Student,None,Not Stated
5725,2,Bentley Street,Arthur,Todd,2.0,Grandson,N/A,Male,Student,None,Not Stated
5726,2,Bentley Street,Lauren,Todd,0.0,Adopted Granddaughter,N/A,Female,Student,None,Not Stated
5727,3,Bentley Street,Zoe,Clayton,51.0,Head,Divorced,Female,Research scientist (maths),None,Christian
5728,3,Bentley Street,Kieran,Jordan,2.0,Grandson,N/A,Male,Student,None,Not Stated
5729,3,Bentley Street,Sandra,Jordan,1.0,Granddaughter,N/A,Female,Student,None,Not Stated
5730,3,Bentley Street,Josephine,O'Donnell,1.0,Granddaughter,N/A,Female,Student,None,Not Stated
5731,3,Bentley Street,Marion,O'Donnell,0.0,Granddaughter,N/A,Female,Student,None,Not Stated
5732,4,Bentley Street,Stuart,Ryan,72.0,Head,Married,Male,Retired Diagnostic radiographer,None,Christian
5733,4,Bentley Street,Carolyn,Ryan,68.0,Wife,Married,Female,Retired Communications engineer,Mental Disability,Christian
5734,4,Bentley Street,Thomas,Ryan,37.0,Son,Single,Male,Risk manager,None,Not Stated
5735,4,Bentley Street,Patricia,Ryan,34.0,Daughter,Widowed,Female,Writer,None,Not Stated
5736,4,Bentley Street,Kathryn,Ryan,34.0,Daughter,Single,Female,Senior tax professional/tax inspector,None,Not Stated
5737,5,Bentley Street,Kate,Murphy,45.0,Head,Single,Female,Unemployed,None,Christian
5738,5,Bentley Street,Jacob,Harrison,47.0,Partner,Single,Male,Academic librarian,None,Christian
5739,5,Bentley Street,Jayne,Murphy,26.0,Daughter,Single,Female,Research scientist (physical sciences),None,Christian
5740,5,Bentley Street,Jason,Murphy,21.0,Son,Divorced,Male,Museum/gallery conservator,None,Christian
5741,5,Bentley Street,Mathew,Murphy,14.0,Son,N/A,Male,Student,None,Not Stated
5742,6,Bentley Street,Pauline,Thomson,55.0,Head,Single,Female,Unemployed,None,Methodist
